flowblade	CLONED	d7b91158580992eea11703ba4a92947addfc86c6	LICENSE	flowblade-trunk/Flowblade/res/darktheme/playback_settings.png;flowblade-trunk/Flowblade/res/darktheme/timeline_button.png;flowblade-trunk/Flowblade/res/darktheme/timeline_button_active.png;flowblade-trunk/Flowblade/res/darktheme/zoom_in.png;flowblade-trunk/Flowblade/res/darktheme/zoom_length.png;flowblade-trunk/Flowblade/res/darktheme/zoom_out.png;flowblade-trunk/Flowblade/res/help/correct_timeline.png;flowblade-trunk/Flowblade/res/help/kbshortcuts.html;flowblade-trunk/Flowblade/res/help/playhead.png;flowblade-trunk/Flowblade/res/help/usingtimeline.html;flowblade-trunk/Flowblade/res/help/wrong_timeline.png;flowblade-trunk/Flowblade/res/shortcuts/flowblade.xml;flowblade-trunk/Flowblade/res/shortcuts/premiere.xml;flowblade-trunk/Flowblade/src/actions/shortcutsquickeffects.py;flowblade-trunk/Flowblade/src/dialogs/preferenceswindow.py;flowblade-trunk/Flowblade/src/dialogs/shortcutsdialog.py;flowblade-trunk/Flowblade/src/shortcuts.py;flowblade-trunk/docs/KEYBOARD_SHORTCUTS.md;	1s
natron	CLONED	3763d805d7d277d10af10025ae41af677682b3e6	LICENSE.txt	Documentation/source/devel/PythonReference/NatronEngine/AppSettings.rst;Documentation/source/devel/preferencesCallback.png;Documentation/source/devel/settingsPanelExpression.png;Documentation/source/devel/settingsPanelParamChangedCB.png;Documentation/source/guide/_images/Project_Settings-Project_Path.jpg;Documentation/source/guide/_images/TheNodes-Image/Project_Settings_-_project_path.jpg;Documentation/source/guide/_images/project_setup_Settings.png;Documentation/source/plugins/eu.gmic.Zoom.rst;Engine/PluginActionShortcut.h;Engine/Settings.cpp;Engine/Settings.h;Engine/TimeLine.cpp;Engine/TimeLine.h;Engine/TimeLineKeyFrames.h;Gui/ActionShortcuts.cpp;Gui/ActionShortcuts.h;Gui/NodeSettingsPanel.cpp;Gui/NodeSettingsPanel.h;Gui/PreferencesPanel.cpp;Gui/PreferencesPanel.h;Gui/Resources/Images/settings.png;Gui/Resources/Images/timelineIn.png;Gui/Resources/Images/timelineOut.png;Gui/TimeLineGui.cpp;Gui/TimeLineGui.h;Gui/ZoomContext.h;libs/Eigen3/Eigen/src/Core/arch/Default/Settings.h;libs/hoedown/test/MarkdownTest_1.0.3/Tests/Links, shortcut references.html;libs/hoedown/test/MarkdownTest_1.0.3/Tests/Links, shortcut references.text;tools/jenkins/include/patches/Qt/patch-qsettings-null.diff;tools/jenkins/include/patches/Qt/patch-src_corelib_io_qsettings.cpp.diff;	0s
cinelerra-gg	CLONED	2f5f5847bfeea491f69f5314dcbccaf6de4b22e4	cinelerra-5.1/COPYING	CineRmt/settings.gradle;cinelerra-5.1/cinelerra/preferences.C;cinelerra-5.1/cinelerra/preferences.h;cinelerra-5.1/cinelerra/preferences.inc;cinelerra-5.1/cinelerra/preferencesthread.C;cinelerra-5.1/cinelerra/preferencesthread.h;cinelerra-5.1/cinelerra/preferencesthread.inc;cinelerra-5.1/cinelerra/tests/zoom.xml;cinelerra-5.1/cinelerra/timelinepane.C;cinelerra-5.1/cinelerra/timelinepane.h;cinelerra-5.1/cinelerra/timelinepane.inc;cinelerra-5.1/cinelerra/zoombar.C;cinelerra-5.1/cinelerra/zoombar.h;cinelerra-5.1/cinelerra/zoombar.inc;cinelerra-5.1/cinelerra/zoompanel.C;cinelerra-5.1/cinelerra/zoompanel.h;cinelerra-5.1/cinelerra/zoompanel.inc;cinelerra-5.1/db/utils/timelinechk.C;cinelerra-5.1/doc/autozoom.png;cinelerra-5.1/doc/cwindow_zoom.png;cinelerra-5.1/doc/shortcuts.html;cinelerra-5.1/doc/zoompanel.png;cinelerra-5.1/picon/cinfinity/ff_zoompan.png;cinelerra-5.1/picon/cinfinity/zoom.png;cinelerra-5.1/picon/cinfinity/zoomblur.png;cinelerra-5.1/picon/cinfinity2/ff_zoompan.png;cinelerra-5.1/picon/cinfinity2/zoom.png;cinelerra-5.1/picon/cinfinity2/zoomblur.png;cinelerra-5.1/picon/original/blurzoom.png;cinelerra-5.1/picon/original/zoomblur.png;cinelerra-5.1/picon/smoother/blurzoom.png;cinelerra-5.1/picon/smoother/zoom.png;cinelerra-5.1/picon/smoother/zoomblur.png;cinelerra-5.1/plugins/blurzoom/Makefile;cinelerra-5.1/plugins/blurzoom/blurzoom.C;cinelerra-5.1/plugins/blurzoom/blurzoom.h;cinelerra-5.1/plugins/blurzoom/blurzoomwindow.C;cinelerra-5.1/plugins/blurzoom/blurzoomwindow.h;cinelerra-5.1/plugins/theme_blond/data/Source/preferences_bg.svg;cinelerra-5.1/plugins/theme_blond/data/Source/preferencesbutton_dn.svg;	1s
vidcutter	CLONED	db6818f11bbb4d5598dfc5ceeddf7f81c7078499	LICENSE	vidcutter/images/dark/settings-active.png;vidcutter/images/dark/settings-disabled.png;vidcutter/images/dark/settings-hover.png;vidcutter/images/dark/settings.png;vidcutter/images/dark/shortcuts.png;vidcutter/images/light/settings-active.png;vidcutter/images/light/settings-disabled.png;vidcutter/images/light/settings-hover.png;vidcutter/images/light/settings.png;vidcutter/images/light/shortcuts.png;vidcutter/images/settings-ffmpeg.png;vidcutter/images/settings-general.png;vidcutter/images/settings-logs.png;vidcutter/images/settings-theme.png;vidcutter/images/settings-video.png;vidcutter/images/settings.png;vidcutter/settings.py;	1s
ai-video-editor	CLONED	93f79bb05f9db1aa619649020692643a0b31ad75	LICENSE.md	client/src/components/MCPSettings.tsx;client/src/components/ProjectSettingsModal.tsx;client/src/components/SettingsModal.tsx;client/src/components/editor/__tests__/recordModalZoom.test.ts;drizzle/0025_clip_zooms.sql;infographics/components/list/Timeline.tsx;infographics/zoom.ts;server/lib/__tests__/zoomDetector.test.ts;server/lib/__tests__/zoomFilters.test.ts;server/lib/__tests__/zoomShaping.test.ts;server/lib/__tests__/zoomValidation.test.ts;server/lib/tools/zoomOps.ts;server/lib/zoomDetector.ts;server/lib/zoomFilters.ts;server/lib/zoomShaping.ts;server/lib/zoomValidation.ts;server/routes/clipZooms.ts;server/routes/settings.ts;	1s
synthcut	CLONED	96b1ca0e8b9935cc0d9561a3bc020f29bf9e88a0	LICENSE	apps/desktop/src/timeline.tsx;	0s
clipforge	CLONED	3332b6298be68ed2ee440ec8dafb7c0e5d8c9157	NOT_FOUND	src/renderer/components/AISettings.tsx;src/renderer/components/Timeline.tsx;src/renderer/hooks/useKeyboardShortcuts.ts;	1s
react-browser-video-editor	CLONED	123e0969a46182d712d9835b7a5c26df0326ac07	LICENSE	src/components/Timeline.tsx;	1s
free-react-video-editor	CLONED	458f24db0a3bdbe31d4fa5a2c24e9af9642f357c	LICENSE.md		1s
quik-clip	CLONED	4e0ec6adb3aa2b08550818539cb342dbde0483f5	NOT_FOUND	src/components/TimelineErrorBoundary.tsx;src/components/VideoTimeline.tsx;src/utils/__tests__/timelineValidation.test.ts;src/utils/timelineValidation.ts;	0s
remotion	CLONED	fd087cbb9c63fa03bcf644c051d8aa2b113cd8c1	LICENSE.md	.vscode/settings.json;packages/brand/public/studio-timeline-avatar-strip.png;packages/brand/public/studio-timeline-filmstrip.png;packages/canvas/src/calculate-timeline.ts;packages/canvas/src/get-timeline-nestedness.ts;packages/canvas/src/get-timeline-sequence-sort-key.ts;packages/canvas/src/test/calculate-timeline.test.ts;packages/canvas/src/timeline-sequence-node-path-to-key.ts;packages/cli/src/config/keyboard-shortcuts.ts;packages/convert/app/components/ResizeShortcuts.tsx;packages/core/src/TimelineContext.tsx;packages/core/src/get-timeline-duration.ts;packages/core/src/test/timeline-position-state.test.ts;packages/core/src/test/use-media-in-timeline.test.tsx;packages/core/src/timeline-position-state.ts;packages/core/src/use-media-in-timeline.ts;packages/docs/components/demos/CrossZoomDemo.tsx;packages/docs/components/demos/DreamyZoomDemo.tsx;packages/docs/components/demos/ZoomBlurDemo.tsx;packages/docs/components/demos/ZoomInOutDemo.tsx;packages/docs/components/effects/effects-zoom-blur-preview.tsx;packages/docs/components/transitions/cross-zoom-preview.tsx;packages/docs/components/transitions/cross-zoom-toc-preview.tsx;packages/docs/components/transitions/dreamy-zoom-preview.tsx;packages/docs/components/transitions/dreamy-zoom-toc-preview.tsx;packages/docs/components/transitions/zoom-blur-preview.tsx;packages/docs/components/transitions/zoom-blur-toc-preview.tsx;packages/docs/components/transitions/zoom-in-out-preview.tsx;packages/docs/components/transitions/zoom-in-out-toc-preview.tsx;packages/docs/docs/building-a-timeline.mdx;packages/docs/docs/effects/zoom-blur.mdx;packages/docs/docs/export-opentimeline.mdx;packages/docs/docs/gsap/use-gsap-timeline.mdx;packages/docs/docs/studio/shortcuts.mdx;packages/docs/docs/timeline/TableOfContents.tsx;packages/docs/docs/timeline/demo.mdx;packages/docs/docs/timeline/faq.mdx;packages/docs/docs/timeline/index.mdx;packages/docs/docs/timeline/render.mdx;packages/docs/docs/timeline/setup.mdx;	1s
